epoch,categorical_accuracy,loss
0,0.56923079490661621,1.2173318862915039
1,0.50769233703613281,1.4434391260147095
2,0.47692307829856873,1.3746579885482788
3,0.56923079490661621,1.3205796480178833
4,0.55384618043899536,1.0979330539703369
5,0.64615386724472046,1.0940546989440918
6,0.44615384936332703,1.3152401447296143
7,0.44615384936332703,1.6192218065261841
8,0.66153848171234131,1.0930954217910767
9,0.66153848171234131,1.0816183090209961
10,0.49230769276618958,1.1234134435653687
11,0.52307695150375366,1.0701465606689453
12,0.58461540937423706,1.237943172454834
13,0.63076925277709961,0.88146275281906128
14,0.61538463830947876,0.91903352737426758
15,0.64615386724472046,0.97710543870925903
16,0.69230771064758301,0.80825978517532349
17,0.55384618043899536,1.4202414751052856
18,0.76923078298568726,0.56179046630859375
19,0.73846155405044556,0.8930809497833252
20,0.63076925277709961,0.81821495294570923
21,0.72307693958282471,0.78395962715148926
22,0.78461539745330811,0.71866917610168457
23,0.67692309617996216,0.86787432432174683
24,0.61538463830947876,1.1203182935714722
25,0.69230771064758301,0.7294694185256958
26,0.78461539745330811,0.68094003200531006
27,0.8461538553237915,0.60171025991439819
28,0.75384616851806641,0.6709476113319397
29,0.76923078298568726,0.51353883743286133
30,0.78461539745330811,0.35607218742370605
31,0.80000001192092896,0.57774794101715088
32,0.80000001192092896,0.54068440198898315
33,0.75384616851806641,0.43794703483581543
34,0.89230769872665405,0.27079495787620544
35,0.8153846263885498,0.52503526210784912
36,0.80000001192092896,0.52226930856704712
37,0.8153846263885498,0.38757336139678955
38,0.80000001192092896,0.54513567686080933
39,0.80000001192092896,0.32463455200195312
40,0.8153846263885498,0.41501146554946899
41,0.8461538553237915,0.41654357314109802
42,0.8461538553237915,0.39246499538421631
43,0.80000001192092896,0.50174742937088013
44,0.8769230842590332,0.41505485773086548
45,0.8461538553237915,0.33013102412223816
46,0.83076924085617065,0.34987631440162659
47,0.89230769872665405,0.3308563232421875
48,0.8769230842590332,0.27229785919189453
49,0.9692307710647583,0.12324460595846176
50,0.8769230842590332,0.43173319101333618
51,0.9384615421295166,0.2164405882358551
52,0.92307692766189575,0.26246991753578186
53,0.89230769872665405,0.27524733543395996
54,0.9384615421295166,0.18170441687107086
55,0.8769230842590332,0.18780028820037842
56,0.8769230842590332,0.29951614141464233
57,0.89230769872665405,0.24331149458885193
58,0.9076923131942749,0.35272973775863647
59,0.95384615659713745,0.13574528694152832
60,0.89230769872665405,0.28209823369979858
61,0.8769230842590332,0.27155297994613647
62,0.92307692766189575,0.30337709188461304
63,0.95384615659713745,0.10782036930322647
64,0.9076923131942749,0.2591579258441925
65,0.89230769872665405,0.27666342258453369
66,0.95384615659713745,0.1478441059589386
67,0.92307692766189575,0.15860255062580109
68,0.9076923131942749,0.21160523593425751
69,0.95384615659713745,0.078608214855194092
70,0.9692307710647583,0.1058182418346405
71,0.9692307710647583,0.078207477927207947
72,0.9384615421295166,0.24436302483081818
73,0.92307692766189575,0.14833371341228485
74,0.98461538553237915,0.077912047505378723
75,0.9692307710647583,0.063463099300861359
76,0.9692307710647583,0.11489948630332947
