epoch,categorical_accuracy,loss
0,0.44615384936332703,1.4568072557449341
1,0.44615384936332703,1.2412323951721191
2,0.53846156597137451,1.0079201459884644
3,0.52307695150375366,1.2698123455047607
4,0.52307695150375366,1.5781006813049316
5,0.60000002384185791,1.2646805047988892
6,0.61538463830947876,1.2850421667098999
7,0.53846156597137451,1.2799900770187378
8,0.64615386724472046,0.82992380857467651
9,0.61538463830947876,0.74027633666992188
10,0.61538463830947876,1.0817054510116577
11,0.67692309617996216,0.68266534805297852
12,0.66153848171234131,0.76298803091049194
13,0.72307693958282471,1.1975533962249756
14,0.67692309617996216,0.93049997091293335
15,0.64615386724472046,0.9844481348991394
16,0.63076925277709961,1.0504707098007202
17,0.67692309617996216,0.85139715671539307
18,0.73846155405044556,0.60078686475753784
19,0.70769232511520386,0.84645742177963257
20,0.72307693958282471,0.75019067525863647
21,0.80000001192092896,0.79547417163848877
22,0.75384616851806641,0.73405718803405762
23,0.80000001192092896,0.51630526781082153
24,0.73846155405044556,0.56889450550079346
25,0.72307693958282471,0.61949628591537476
26,0.78461539745330811,0.48131269216537476
27,0.86153846979141235,0.57598727941513062
28,0.8153846263885498,0.69518280029296875
29,0.76923078298568726,0.54367917776107788
30,0.72307693958282471,0.81242316961288452
31,0.78461539745330811,0.56946521997451782
32,0.8769230842590332,0.47484233975410461
33,0.78461539745330811,0.65061604976654053
34,0.76923078298568726,0.53325241804122925
35,0.76923078298568726,0.47746068239212036
36,0.8153846263885498,0.54601186513900757
37,0.80000001192092896,0.63135433197021484
38,0.8153846263885498,0.39836597442626953
39,0.83076924085617065,0.52942681312561035
40,0.9076923131942749,0.24986621737480164
41,0.9076923131942749,0.3022817075252533
42,0.9384615421295166,0.29178899526596069
43,0.8461538553237915,0.32974177598953247
44,0.89230769872665405,0.24948771297931671
45,0.83076924085617065,0.46942135691642761
46,0.8461538553237915,0.39880740642547607
47,0.9076923131942749,0.38727083802223206
48,0.86153846979141235,0.46402159333229065
49,0.9076923131942749,0.36304369568824768
50,0.8153846263885498,0.42993059754371643
51,0.89230769872665405,0.31574532389640808
52,0.9076923131942749,0.16834622621536255
53,0.92307692766189575,0.23004557192325592
54,0.86153846979141235,0.27686288952827454
55,0.9384615421295166,0.18197010457515717
56,0.9384615421295166,0.14812467992305756
57,0.89230769872665405,0.28427112102508545
58,0.92307692766189575,0.24141281843185425
59,0.89230769872665405,0.26402577757835388
60,0.9076923131942749,0.20648349821567535
61,0.9384615421295166,0.14909628033638
62,0.89230769872665405,0.1900554895401001
63,0.8461538553237915,0.32338446378707886
64,0.92307692766189575,0.20205648243427277
65,0.89230769872665405,0.25003954768180847
66,0.95384615659713745,0.097051084041595459
67,0.98461538553237915,0.061030454933643341
68,0.95384615659713745,0.13543392717838287
69,0.9384615421295166,0.13187529146671295
70,0.95384615659713745,0.16363382339477539
71,0.9384615421295166,0.15743696689605713
72,0.9384615421295166,0.18362784385681152
73,0.9384615421295166,0.16321185231208801
74,0.9692307710647583,0.0756058469414711
75,0.9384615421295166,0.12438543885946274
76,0.9692307710647583,0.095924645662307739
77,0.98461538553237915,0.042277920991182327
78,0.9692307710647583,0.064691945910453796
79,0.9076923131942749,0.18656527996063232
80,0.95384615659713745,0.092100284993648529
81,0.9384615421295166,0.12720455229282379
82,0.9692307710647583,0.081533551216125488
83,0.9384615421295166,0.1788574606180191
84,0.98461538553237915,0.085490621626377106
85,0.98461538553237915,0.046967372298240662
86,0.98461538553237915,0.056740179657936096
87,0.9692307710647583,0.064456462860107422
88,0.9692307710647583,0.096653677523136139
89,0.9384615421295166,0.092462189495563507
90,0.95384615659713745,0.082199990749359131
91,0.9692307710647583,0.06336696445941925
92,1.0,0.022498046979308128
93,0.9692307710647583,0.055724658071994781
94,0.95384615659713745,0.098599240183830261
95,0.9692307710647583,0.055813230574131012
96,0.98461538553237915,0.038023114204406738
97,0.9692307710647583,0.088633954524993896
98,1.0,0.040791511535644531
99,1.0,0.029557496309280396
100,1.0,0.016552722081542015
101,0.95384615659713745,0.08299633115530014
102,1.0,0.023159293457865715
103,0.98461538553237915,0.043807823210954666
104,1.0,0.027538355439901352
105,0.9692307710647583,0.078124202787876129
106,0.9384615421295166,0.13688056170940399
107,1.0,0.010794383473694324
108,0.98461538553237915,0.10298486799001694
109,0.98461538553237915,0.038597676903009415
110,0.9692307710647583,0.056342311203479767
111,0.98461538553237915,0.030632536858320236
112,0.9692307710647583,0.086141809821128845
113,1.0,0.012610324658453465
114,0.98461538553237915,0.031782474368810654
115,0.95384615659713745,0.15924946963787079
116,0.98461538553237915,0.036817304790019989
117,0.98461538553237915,0.017754670232534409
118,0.98461538553237915,0.024352928623557091
119,1.0,0.014558594673871994
120,1.0,0.023646129295229912
121,1.0,0.011281710118055344
122,1.0,0.024515341967344284
123,1.0,0.011683126911520958
124,1.0,0.027152311056852341
125,0.98461538553237915,0.019990086555480957
126,0.9692307710647583,0.054287895560264587
127,0.98461538553237915,0.053022831678390503
128,1.0,0.034280717372894287
129,0.98461538553237915,0.029302941635251045
130,1.0,0.019679659977555275
131,0.9692307710647583,0.062055028975009918
132,0.98461538553237915,0.0216173455119133
133,1.0,0.0085011934861540794
134,0.98461538553237915,0.03872101753950119
135,0.98461538553237915,0.030622640624642372
136,1.0,0.012031477876007557
137,0.98461538553237915,0.018487589433789253
138,0.98461538553237915,0.054194990545511246
139,1.0,0.0084705427289009094
140,1.0,0.02580065093934536
141,1.0,0.015811404213309288
142,0.98461538553237915,0.061905406415462494
143,1.0,0.011240391992032528
144,1.0,0.0089809717610478401
145,1.0,0.0098760770633816719
146,1.0,0.0068863080814480782
147,1.0,0.0093870749697089195
148,0.98461538553237915,0.056757386773824692
149,1.0,0.0054306755773723125
150,1.0,0.015628309920430183
151,0.9692307710647583,0.063690744340419769
152,1.0,0.025755951181054115
153,1.0,0.0035510451998561621
154,0.98461538553237915,0.020484279841184616
